date_dec,ndec,ADEC,MDEC,md_dec,ndec_fem,ndec_hom,periode,weekday_dec,weekend
2015-06-29,11.2666666666667,2015,6,06-29,3.13333333333333,8.13333333333333,3,Mon,0
2015-06-30,11.2666666666667,2015,6,06-30,3.13333333333333,8.13333333333333,3,Tue,0
2015-07-01,11.1290322580645,2015,7,07-01,2.61290322580645,8.51612903225806,3,Wed,0
2015-07-02,11.1290322580645,2015,7,07-02,2.61290322580645,8.51612903225806,3,Thu,0
2015-07-03,11.1290322580645,2015,7,07-03,2.61290322580645,8.51612903225806,3,Fri,0
2015-07-04,11.1290322580645,2015,7,07-04,2.61290322580645,8.51612903225806,3,Sat,1
2015-07-05,11.1290322580645,2015,7,07-05,2.61290322580645,8.51612903225806,3,Sun,1
2015-07-06,11.1290322580645,2015,7,07-06,2.61290322580645,8.51612903225806,3,Mon,0
2015-07-07,11.1290322580645,2015,7,07-07,2.61290322580645,8.51612903225806,3,Tue,0
2015-07-08,11.1290322580645,2015,7,07-08,2.61290322580645,8.51612903225806,3,Wed,0
2015-07-09,11.1290322580645,2015,7,07-09,2.61290322580645,8.51612903225806,3,Thu,0
2015-07-10,11.1290322580645,2015,7,07-10,2.61290322580645,8.51612903225806,3,Fri,0
2015-07-11,11.1290322580645,2015,7,07-11,2.61290322580645,8.51612903225806,3,Sat,1
2015-07-12,11.1290322580645,2015,7,07-12,2.61290322580645,8.51612903225806,3,Sun,1
2015-07-13,11.1290322580645,2015,7,07-13,2.61290322580645,8.51612903225806,3,Mon,0
2015-07-14,11.1290322580645,2015,7,07-14,2.61290322580645,8.51612903225806,3,Tue,0
2015-07-15,11.1290322580645,2015,7,07-15,2.61290322580645,8.51612903225806,3,Wed,0
2015-07-16,11.1290322580645,2015,7,07-16,2.61290322580645,8.51612903225806,3,Thu,0
2015-07-17,11.1290322580645,2015,7,07-17,2.61290322580645,8.51612903225806,3,Fri,0
2015-07-18,11.1290322580645,2015,7,07-18,2.61290322580645,8.51612903225806,3,Sat,1
2015-07-19,11.1290322580645,2015,7,07-19,2.61290322580645,8.51612903225806,3,Sun,1
2015-07-20,11.1290322580645,2015,7,07-20,2.61290322580645,8.51612903225806,3,Mon,0
2015-07-21,11.1290322580645,2015,7,07-21,2.61290322580645,8.51612903225806,3,Tue,0
2015-07-22,11.1290322580645,2015,7,07-22,2.61290322580645,8.51612903225806,3,Wed,0
2015-07-23,11.1290322580645,2015,7,07-23,2.61290322580645,8.51612903225806,3,Thu,0
2015-07-24,11.1290322580645,2015,7,07-24,2.61290322580645,8.51612903225806,3,Fri,0
2015-07-25,11.1290322580645,2015,7,07-25,2.61290322580645,8.51612903225806,3,Sat,1
2015-07-26,11.1290322580645,2015,7,07-26,2.61290322580645,8.51612903225806,3,Sun,1
2015-07-27,11.1290322580645,2015,7,07-27,2.61290322580645,8.51612903225806,3,Mon,0
2015-07-28,11.1290322580645,2015,7,07-28,2.61290322580645,8.51612903225806,3,Tue,0
2015-07-29,11.1290322580645,2015,7,07-29,2.61290322580645,8.51612903225806,3,Wed,0
2015-07-30,11.1290322580645,2015,7,07-30,2.61290322580645,8.51612903225806,3,Thu,0
2015-07-31,11.1290322580645,2015,7,07-31,2.61290322580645,8.51612903225806,3,Fri,0
2015-08-01,10.8387096774194,2015,8,08-01,2.7741935483871,8.06451612903226,3,Sat,1
2015-08-02,10.8387096774194,2015,8,08-02,2.7741935483871,8.06451612903226,3,Sun,1
2015-08-03,10.8387096774194,2015,8,08-03,2.7741935483871,8.06451612903226,3,Mon,0
2015-08-04,10.8387096774194,2015,8,08-04,2.7741935483871,8.06451612903226,3,Tue,0
2015-08-05,10.8387096774194,2015,8,08-05,2.7741935483871,8.06451612903226,3,Wed,0
2015-08-06,10.8387096774194,2015,8,08-06,2.7741935483871,8.06451612903226,3,Thu,0
2015-08-07,10.8387096774194,2015,8,08-07,2.7741935483871,8.06451612903226,3,Fri,0
2015-08-08,10.8387096774194,2015,8,08-08,2.7741935483871,8.06451612903226,3,Sat,1
2015-08-09,10.8387096774194,2015,8,08-09,2.7741935483871,8.06451612903226,3,Sun,1
2015-08-10,10.8387096774194,2015,8,08-10,2.7741935483871,8.06451612903226,3,Mon,0
2015-08-11,10.8387096774194,2015,8,08-11,2.7741935483871,8.06451612903226,3,Tue,0
2015-08-12,10.8387096774194,2015,8,08-12,2.7741935483871,8.06451612903226,3,Wed,0
2015-08-13,10.8387096774194,2015,8,08-13,2.7741935483871,8.06451612903226,3,Thu,0
2015-08-14,10.8387096774194,2015,8,08-14,2.7741935483871,8.06451612903226,3,Fri,0
2015-08-15,10.8387096774194,2015,8,08-15,2.7741935483871,8.06451612903226,3,Sat,1
2015-08-16,10.8387096774194,2015,8,08-16,2.7741935483871,8.06451612903226,3,Sun,1
2015-08-17,10.8387096774194,2015,8,08-17,2.7741935483871,8.06451612903226,3,Mon,0
2015-08-18,10.8387096774194,2015,8,08-18,2.7741935483871,8.06451612903226,3,Tue,0
2015-08-19,10.8387096774194,2015,8,08-19,2.7741935483871,8.06451612903226,3,Wed,0
2015-08-20,10.8387096774194,2015,8,08-20,2.7741935483871,8.06451612903226,3,Thu,0
2015-08-21,10.8387096774194,2015,8,08-21,2.7741935483871,8.06451612903226,3,Fri,0
2015-08-22,10.8387096774194,2015,8,08-22,2.7741935483871,8.06451612903226,3,Sat,1
2015-08-23,10.8387096774194,2015,8,08-23,2.7741935483871,8.06451612903226,3,Sun,1
2015-08-24,10.8387096774194,2015,8,08-24,2.7741935483871,8.06451612903226,3,Mon,0
2015-08-25,10.8387096774194,2015,8,08-25,2.7741935483871,8.06451612903226,3,Tue,0
2015-08-26,10.8387096774194,2015,8,08-26,2.7741935483871,8.06451612903226,3,Wed,0
2015-08-27,10.8387096774194,2015,8,08-27,2.7741935483871,8.06451612903226,3,Thu,0
2015-08-28,10.8387096774194,2015,8,08-28,2.7741935483871,8.06451612903226,3,Fri,0
2015-08-29,10.8387096774194,2015,8,08-29,2.7741935483871,8.06451612903226,3,Sat,1
2015-08-30,10.8387096774194,2015,8,08-30,2.7741935483871,8.06451612903226,3,Sun,1
2015-08-31,10.8387096774194,2015,8,08-31,2.7741935483871,8.06451612903226,3,Mon,0
2015-09-01,10.7666666666667,2015,9,09-01,2.83333333333333,7.93333333333333,3,Tue,0
2015-09-02,10.7666666666667,2015,9,09-02,2.83333333333333,7.93333333333333,3,Wed,0
2015-09-03,10.7666666666667,2015,9,09-03,2.83333333333333,7.93333333333333,3,Thu,0
2015-09-04,10.7666666666667,2015,9,09-04,2.83333333333333,7.93333333333333,3,Fri,0
2015-09-05,10.7666666666667,2015,9,09-05,2.83333333333333,7.93333333333333,3,Sat,1
2015-09-06,10.7666666666667,2015,9,09-06,2.83333333333333,7.93333333333333,3,Sun,1
2015-09-07,10.7666666666667,2015,9,09-07,2.83333333333333,7.93333333333333,3,Mon,0
2015-09-08,10.7666666666667,2015,9,09-08,2.83333333333333,7.93333333333333,3,Tue,0
2015-09-09,10.7666666666667,2015,9,09-09,2.83333333333333,7.93333333333333,3,Wed,0
2015-09-10,10.7666666666667,2015,9,09-10,2.83333333333333,7.93333333333333,3,Thu,0
2015-09-11,10.7666666666667,2015,9,09-11,2.83333333333333,7.93333333333333,3,Fri,0
2015-09-12,10.7666666666667,2015,9,09-12,2.83333333333333,7.93333333333333,3,Sat,1
2015-09-13,10.7666666666667,2015,9,09-13,2.83333333333333,7.93333333333333,3,Sun,1
2015-09-14,10.7666666666667,2015,9,09-14,2.83333333333333,7.93333333333333,3,Mon,0
2015-09-15,10.7666666666667,2015,9,09-15,2.83333333333333,7.93333333333333,3,Tue,0
2015-09-16,10.7666666666667,2015,9,09-16,2.83333333333333,7.93333333333333,3,Wed,0
2015-09-17,10.7666666666667,2015,9,09-17,2.83333333333333,7.93333333333333,3,Thu,0
2015-09-18,10.7666666666667,2015,9,09-18,2.83333333333333,7.93333333333333,3,Fri,0
2015-09-19,10.7666666666667,2015,9,09-19,2.83333333333333,7.93333333333333,3,Sat,1
2015-09-20,10.7666666666667,2015,9,09-20,2.83333333333333,7.93333333333333,3,Sun,1
2015-09-21,10.7666666666667,2015,9,09-21,2.83333333333333,7.93333333333333,3,Mon,0
2015-09-22,10.7666666666667,2015,9,09-22,2.83333333333333,7.93333333333333,3,Tue,0
2015-09-23,10.7666666666667,2015,9,09-23,2.83333333333333,7.93333333333333,3,Wed,0
2015-09-24,10.7666666666667,2015,9,09-24,2.83333333333333,7.93333333333333,3,Thu,0
2015-09-25,10.7666666666667,2015,9,09-25,2.83333333333333,7.93333333333333,3,Fri,0
2015-09-26,10.7666666666667,2015,9,09-26,2.83333333333333,7.93333333333333,3,Sat,1
2015-09-27,10.7666666666667,2015,9,09-27,2.83333333333333,7.93333333333333,3,Sun,1
2015-09-28,10.7666666666667,2015,9,09-28,2.83333333333333,7.93333333333333,3,Mon,0
2015-09-29,10.7666666666667,2015,9,09-29,2.83333333333333,7.93333333333333,3,Tue,0
2015-09-30,10.7666666666667,2015,9,09-30,2.83333333333333,7.93333333333333,3,Wed,0
2015-10-01,10,2015,10,10-01,2.83870967741936,7.16129032258065,3,Thu,0
2015-10-02,10,2015,10,10-02,2.83870967741936,7.16129032258065,3,Fri,0
2015-10-03,10,2015,10,10-03,2.83870967741936,7.16129032258065,3,Sat,1
2015-10-04,10,2015,10,10-04,2.83870967741936,7.16129032258065,3,Sun,1
2015-10-05,10,2015,10,10-05,2.83870967741936,7.16129032258065,3,Mon,0
2015-10-06,10,2015,10,10-06,2.83870967741936,7.16129032258065,3,Tue,0
2015-10-07,10,2015,10,10-07,2.83870967741936,7.16129032258065,3,Wed,0
2015-10-08,10,2015,10,10-08,2.83870967741936,7.16129032258065,3,Thu,0
2015-10-09,10,2015,10,10-09,2.83870967741936,7.16129032258065,3,Fri,0
2015-10-10,10,2015,10,10-10,2.83870967741936,7.16129032258065,3,Sat,1
2015-10-11,10,2015,10,10-11,2.83870967741936,7.16129032258065,3,Sun,1
2015-10-12,10,2015,10,10-12,2.83870967741936,7.16129032258065,3,Mon,0
2015-10-13,10,2015,10,10-13,2.83870967741936,7.16129032258065,3,Tue,0
2015-10-14,10,2015,10,10-14,2.83870967741936,7.16129032258065,3,Wed,0
2015-10-15,10,2015,10,10-15,2.83870967741936,7.16129032258065,3,Thu,0
2015-10-16,10,2015,10,10-16,2.83870967741936,7.16129032258065,3,Fri,0
2015-10-17,10,2015,10,10-17,2.83870967741936,7.16129032258065,3,Sat,1
2015-10-18,10,2015,10,10-18,2.83870967741936,7.16129032258065,3,Sun,1
2015-10-19,10,2015,10,10-19,2.83870967741936,7.16129032258065,3,Mon,0
2015-10-20,10,2015,10,10-20,2.83870967741936,7.16129032258065,3,Tue,0
2015-10-21,10,2015,10,10-21,2.83870967741936,7.16129032258065,3,Wed,0
2015-10-22,10,2015,10,10-22,2.83870967741936,7.16129032258065,3,Thu,0
2015-10-23,10,2015,10,10-23,2.83870967741936,7.16129032258065,3,Fri,0
2015-10-24,10,2015,10,10-24,2.83870967741936,7.16129032258065,3,Sat,1
2015-10-25,10,2015,10,10-25,2.83870967741936,7.16129032258065,3,Sun,1
2015-10-26,10,2015,10,10-26,2.83870967741936,7.16129032258065,3,Mon,0
2015-10-27,10,2015,10,10-27,2.83870967741936,7.16129032258065,3,Tue,0
2015-10-28,10,2015,10,10-28,2.83870967741936,7.16129032258065,3,Wed,0
2015-10-29,10,2015,10,10-29,2.83870967741936,7.16129032258065,3,Thu,0
2015-10-30,10,2015,10,10-30,2.83870967741936,7.16129032258065,4,Fri,0
2015-10-31,10,2015,10,10-31,2.83870967741936,7.16129032258065,4,Sat,1
2015-11-01,10.2666666666667,2015,11,11-01,3,7.26666666666667,4,Sun,1
2015-11-02,10.2666666666667,2015,11,11-02,3,7.26666666666667,4,Mon,0
2015-11-03,10.2666666666667,2015,11,11-03,3,7.26666666666667,4,Tue,0
2015-11-04,10.2666666666667,2015,11,11-04,3,7.26666666666667,4,Wed,0
2015-11-05,10.2666666666667,2015,11,11-05,3,7.26666666666667,4,Thu,0
2015-11-06,10.2666666666667,2015,11,11-06,3,7.26666666666667,4,Fri,0
2015-11-07,10.2666666666667,2015,11,11-07,3,7.26666666666667,4,Sat,1
2015-11-08,10.2666666666667,2015,11,11-08,3,7.26666666666667,4,Sun,1
2015-11-09,10.2666666666667,2015,11,11-09,3,7.26666666666667,4,Mon,0
2015-11-10,10.2666666666667,2015,11,11-10,3,7.26666666666667,4,Tue,0
2015-11-11,10.2666666666667,2015,11,11-11,3,7.26666666666667,4,Wed,0
2015-11-12,10.2666666666667,2015,11,11-12,3,7.26666666666667,4,Thu,0
2015-11-13,10.2666666666667,2015,11,11-13,3,7.26666666666667,4,Fri,0
2015-11-14,10.2666666666667,2015,11,11-14,3,7.26666666666667,4,Sat,1
2015-11-15,10.2666666666667,2015,11,11-15,3,7.26666666666667,4,Sun,1
2015-11-16,10.2666666666667,2015,11,11-16,3,7.26666666666667,4,Mon,0
2015-11-17,10.2666666666667,2015,11,11-17,3,7.26666666666667,4,Tue,0
2015-11-18,10.2666666666667,2015,11,11-18,3,7.26666666666667,4,Wed,0
2015-11-19,10.2666666666667,2015,11,11-19,3,7.26666666666667,4,Thu,0
2015-11-20,10.2666666666667,2015,11,11-20,3,7.26666666666667,4,Fri,0
2015-11-21,10.2666666666667,2015,11,11-21,3,7.26666666666667,4,Sat,1
2015-11-22,10.2666666666667,2015,11,11-22,3,7.26666666666667,4,Sun,1
2015-11-23,10.2666666666667,2015,11,11-23,3,7.26666666666667,4,Mon,0
2015-11-24,10.2666666666667,2015,11,11-24,3,7.26666666666667,4,Tue,0
2015-11-25,10.2666666666667,2015,11,11-25,3,7.26666666666667,4,Wed,0
2015-11-26,10.2666666666667,2015,11,11-26,3,7.26666666666667,4,Thu,0
2015-11-27,10.2666666666667,2015,11,11-27,3,7.26666666666667,4,Fri,0
2015-11-28,10.2666666666667,2015,11,11-28,3,7.26666666666667,4,Sat,1
2015-11-29,10.2666666666667,2015,11,11-29,3,7.26666666666667,4,Sun,1
2015-11-30,10.2666666666667,2015,11,11-30,3,7.26666666666667,4,Mon,0
2015-12-01,10.1612903225806,2015,12,12-01,2.61290322580645,7.54838709677419,4,Tue,0
2015-12-02,10.1612903225806,2015,12,12-02,2.61290322580645,7.54838709677419,4,Wed,0
2015-12-03,10.1612903225806,2015,12,12-03,2.61290322580645,7.54838709677419,4,Thu,0
2015-12-04,10.1612903225806,2015,12,12-04,2.61290322580645,7.54838709677419,4,Fri,0
2015-12-05,10.1612903225806,2015,12,12-05,2.61290322580645,7.54838709677419,4,Sat,1
2015-12-06,10.1612903225806,2015,12,12-06,2.61290322580645,7.54838709677419,4,Sun,1
2015-12-07,10.1612903225806,2015,12,12-07,2.61290322580645,7.54838709677419,4,Mon,0
2015-12-08,10.1612903225806,2015,12,12-08,2.61290322580645,7.54838709677419,4,Tue,0
2015-12-09,10.1612903225806,2015,12,12-09,2.61290322580645,7.54838709677419,4,Wed,0
2015-12-10,10.1612903225806,2015,12,12-10,2.61290322580645,7.54838709677419,4,Thu,0
2015-12-11,10.1612903225806,2015,12,12-11,2.61290322580645,7.54838709677419,4,Fri,0
2015-12-12,10.1612903225806,2015,12,12-12,2.61290322580645,7.54838709677419,4,Sat,1
2015-12-13,10.1612903225806,2015,12,12-13,2.61290322580645,7.54838709677419,4,Sun,1
2015-12-14,10.1612903225806,2015,12,12-14,2.61290322580645,7.54838709677419,4,Mon,0
2015-12-15,10.1612903225806,2015,12,12-15,2.61290322580645,7.54838709677419,5,Tue,0
2015-12-16,10.1612903225806,2015,12,12-16,2.61290322580645,7.54838709677419,5,Wed,0
2015-12-17,10.1612903225806,2015,12,12-17,2.61290322580645,7.54838709677419,5,Thu,0
2015-12-18,10.1612903225806,2015,12,12-18,2.61290322580645,7.54838709677419,5,Fri,0
2015-12-19,10.1612903225806,2015,12,12-19,2.61290322580645,7.54838709677419,5,Sat,1
2015-12-20,10.1612903225806,2015,12,12-20,2.61290322580645,7.54838709677419,5,Sun,1
2015-12-21,10.1612903225806,2015,12,12-21,2.61290322580645,7.54838709677419,5,Mon,0
2015-12-22,10.1612903225806,2015,12,12-22,2.61290322580645,7.54838709677419,5,Tue,0
2015-12-23,10.1612903225806,2015,12,12-23,2.61290322580645,7.54838709677419,5,Wed,0
2015-12-24,10.1612903225806,2015,12,12-24,2.61290322580645,7.54838709677419,5,Thu,0
2015-12-25,10.1612903225806,2015,12,12-25,2.61290322580645,7.54838709677419,5,Fri,0
2015-12-26,10.1612903225806,2015,12,12-26,2.61290322580645,7.54838709677419,5,Sat,1
2015-12-27,10.1612903225806,2015,12,12-27,2.61290322580645,7.54838709677419,5,Sun,1
2015-12-28,10.1612903225806,2015,12,12-28,2.61290322580645,7.54838709677419,5,Mon,0
2015-12-29,10.1612903225806,2015,12,12-29,2.61290322580645,7.54838709677419,5,Tue,0
2015-12-30,10.1612903225806,2015,12,12-30,2.61290322580645,7.54838709677419,5,Wed,0
2015-12-31,10.1612903225806,2015,12,12-31,2.61290322580645,7.54838709677419,5,Thu,0
2016-01-01,9.2258064516129,2016,1,01-01,2.38709677419355,6.83870967741936,1,Fri,0
2016-01-02,9.2258064516129,2016,1,01-02,2.38709677419355,6.83870967741936,1,Sat,1
2016-01-03,9.2258064516129,2016,1,01-03,2.38709677419355,6.83870967741936,1,Sun,1
2016-01-04,9.2258064516129,2016,1,01-04,2.38709677419355,6.83870967741936,1,Mon,0
2016-01-05,9.2258064516129,2016,1,01-05,2.38709677419355,6.83870967741936,1,Tue,0
2016-01-06,9.2258064516129,2016,1,01-06,2.38709677419355,6.83870967741936,1,Wed,0
2016-01-07,9.2258064516129,2016,1,01-07,2.38709677419355,6.83870967741936,1,Thu,0
2016-01-08,9.2258064516129,2016,1,01-08,2.38709677419355,6.83870967741936,1,Fri,0
2016-01-09,9.2258064516129,2016,1,01-09,2.38709677419355,6.83870967741936,1,Sat,1
2016-01-10,9.2258064516129,2016,1,01-10,2.38709677419355,6.83870967741936,1,Sun,1
2016-01-11,9.2258064516129,2016,1,01-11,2.38709677419355,6.83870967741936,1,Mon,0
2016-01-12,9.2258064516129,2016,1,01-12,2.38709677419355,6.83870967741936,1,Tue,0
2016-01-13,9.2258064516129,2016,1,01-13,2.38709677419355,6.83870967741936,1,Wed,0
2016-01-14,9.2258064516129,2016,1,01-14,2.38709677419355,6.83870967741936,1,Thu,0
2016-01-15,9.2258064516129,2016,1,01-15,2.38709677419355,6.83870967741936,1,Fri,0
2016-01-16,9.2258064516129,2016,1,01-16,2.38709677419355,6.83870967741936,1,Sat,1
2016-01-17,9.2258064516129,2016,1,01-17,2.38709677419355,6.83870967741936,1,Sun,1
2016-01-18,9.2258064516129,2016,1,01-18,2.38709677419355,6.83870967741936,1,Mon,0
2016-01-19,9.2258064516129,2016,1,01-19,2.38709677419355,6.83870967741936,1,Tue,0
2016-01-20,9.2258064516129,2016,1,01-20,2.38709677419355,6.83870967741936,1,Wed,0
2016-01-21,9.2258064516129,2016,1,01-21,2.38709677419355,6.83870967741936,1,Thu,0
2016-01-22,9.2258064516129,2016,1,01-22,2.38709677419355,6.83870967741936,1,Fri,0
2016-01-23,9.2258064516129,2016,1,01-23,2.38709677419355,6.83870967741936,1,Sat,1
2016-01-24,9.2258064516129,2016,1,01-24,2.38709677419355,6.83870967741936,1,Sun,1
2016-01-25,9.2258064516129,2016,1,01-25,2.38709677419355,6.83870967741936,1,Mon,0
2016-01-26,9.2258064516129,2016,1,01-26,2.38709677419355,6.83870967741936,1,Tue,0
2016-01-27,9.2258064516129,2016,1,01-27,2.38709677419355,6.83870967741936,1,Wed,0
2016-01-28,9.2258064516129,2016,1,01-28,2.38709677419355,6.83870967741936,1,Thu,0
2016-01-29,9.2258064516129,2016,1,01-29,2.38709677419355,6.83870967741936,1,Fri,0
2016-01-30,9.2258064516129,2016,1,01-30,2.38709677419355,6.83870967741936,1,Sat,1
2016-01-31,9.2258064516129,2016,1,01-31,2.38709677419355,6.83870967741936,1,Sun,1
2016-02-01,10.3793103448276,2016,2,02-01,2.68965517241379,7.68965517241379,1,Mon,0
2016-02-02,10.3793103448276,2016,2,02-02,2.68965517241379,7.68965517241379,1,Tue,0
2016-02-03,10.3793103448276,2016,2,02-03,2.68965517241379,7.68965517241379,1,Wed,0
2016-02-04,10.3793103448276,2016,2,02-04,2.68965517241379,7.68965517241379,1,Thu,0
2016-02-05,10.3793103448276,2016,2,02-05,2.68965517241379,7.68965517241379,1,Fri,0
2016-02-06,10.3793103448276,2016,2,02-06,2.68965517241379,7.68965517241379,1,Sat,1
2016-02-07,10.3793103448276,2016,2,02-07,2.68965517241379,7.68965517241379,1,Sun,1
2016-02-08,10.3793103448276,2016,2,02-08,2.68965517241379,7.68965517241379,1,Mon,0
2016-02-09,10.3793103448276,2016,2,02-09,2.68965517241379,7.68965517241379,1,Tue,0
2016-02-10,10.3793103448276,2016,2,02-10,2.68965517241379,7.68965517241379,1,Wed,0
2016-02-11,10.3793103448276,2016,2,02-11,2.68965517241379,7.68965517241379,1,Thu,0
2016-02-12,10.3793103448276,2016,2,02-12,2.68965517241379,7.68965517241379,1,Fri,0
2016-02-13,10.3793103448276,2016,2,02-13,2.68965517241379,7.68965517241379,1,Sat,1
2016-02-14,10.3793103448276,2016,2,02-14,2.68965517241379,7.68965517241379,1,Sun,1
2016-02-15,10.3793103448276,2016,2,02-15,2.68965517241379,7.68965517241379,1,Mon,0
2016-02-16,10.3793103448276,2016,2,02-16,2.68965517241379,7.68965517241379,1,Tue,0
2016-02-17,10.3793103448276,2016,2,02-17,2.68965517241379,7.68965517241379,1,Wed,0
2016-02-18,10.3793103448276,2016,2,02-18,2.68965517241379,7.68965517241379,1,Thu,0
2016-02-19,10.3793103448276,2016,2,02-19,2.68965517241379,7.68965517241379,1,Fri,0
2016-02-20,10.3793103448276,2016,2,02-20,2.68965517241379,7.68965517241379,1,Sat,1
2016-02-21,10.3793103448276,2016,2,02-21,2.68965517241379,7.68965517241379,1,Sun,1
2016-02-22,10.3793103448276,2016,2,02-22,2.68965517241379,7.68965517241379,1,Mon,0
2016-02-23,10.3793103448276,2016,2,02-23,2.68965517241379,7.68965517241379,1,Tue,0
2016-02-24,10.3793103448276,2016,2,02-24,2.68965517241379,7.68965517241379,1,Wed,0
2016-02-25,10.3793103448276,2016,2,02-25,2.68965517241379,7.68965517241379,1,Thu,0
2016-02-26,10.3793103448276,2016,2,02-26,2.68965517241379,7.68965517241379,1,Fri,0
2016-02-27,10.3793103448276,2016,2,02-27,2.68965517241379,7.68965517241379,1,Sat,1
2016-02-28,10.3793103448276,2016,2,02-28,2.68965517241379,7.68965517241379,1,Sun,1
2016-02-29,10.3793103448276,2016,2,02-29,2.68965517241379,7.68965517241379,1,Mon,0
2016-03-01,9.80645161290323,2016,3,03-01,2.58064516129032,7.2258064516129,1,Tue,0
2016-03-02,9.80645161290323,2016,3,03-02,2.58064516129032,7.2258064516129,1,Wed,0
2016-03-03,9.80645161290323,2016,3,03-03,2.58064516129032,7.2258064516129,1,Thu,0
2016-03-04,9.80645161290323,2016,3,03-04,2.58064516129032,7.2258064516129,1,Fri,0
2016-03-05,9.80645161290323,2016,3,03-05,2.58064516129032,7.2258064516129,1,Sat,1
2016-03-06,9.80645161290323,2016,3,03-06,2.58064516129032,7.2258064516129,1,Sun,1
2016-03-07,9.80645161290323,2016,3,03-07,2.58064516129032,7.2258064516129,1,Mon,0
2016-03-08,9.80645161290323,2016,3,03-08,2.58064516129032,7.2258064516129,1,Tue,0
2016-03-09,9.80645161290323,2016,3,03-09,2.58064516129032,7.2258064516129,1,Wed,0
2016-03-10,9.80645161290323,2016,3,03-10,2.58064516129032,7.2258064516129,1,Thu,0
2016-03-11,9.80645161290323,2016,3,03-11,2.58064516129032,7.2258064516129,1,Fri,0
2016-03-12,9.80645161290323,2016,3,03-12,2.58064516129032,7.2258064516129,1,Sat,1
2016-03-13,9.80645161290323,2016,3,03-13,2.58064516129032,7.2258064516129,1,Sun,1
2016-03-14,9.80645161290323,2016,3,03-14,2.58064516129032,7.2258064516129,1,Mon,0
